ID_CANDIDATO;ORGANIZACION_POLITICA;CARGO_PARTIDARIO;DESDE;HASTA
158765;PARTIDO POLÍTICO DEMOCRACIA DIRECTA;PRESIDENTE;2011;HASTA LA ACTUALIDAD
158768;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;COORDINADOR ZONAL - DISTRITAL;2010;2014
158782;ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL COMAS A VENCER;SECRETARIO DE PLAN DE GOBIERNO;2010;2010
161667;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;PERSONERO LEGAL ALTERNO;2017;2019
161669;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;MIEMBRO COMISION POLITICA NACIONAL;2017;HASTA LA ACTUALIDAD
161673;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;FUNDADOR;2010;HASTA LA ACTUALIDAD
161677;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;COORDINADOR DISTRITAL COMAS;2013;2015
161682;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;MIEMBRO DE LA COMISION POLITICA NACIONAL;2010;2014
161682;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;FUNDADOR;2010;2014
161683;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;COORDINADOR ALTERNO DE LA COMISION POLITICA - LIMA CENTRO;2019;2019
161690;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;COORDINADORA DISTRITAL;2019;2019
161692;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;MIEMBRO DE LA COMISION POLITICA DE LIMA METROPOLITANA;2019;HASTA LA ACTUALIDAD
161698;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;TESORERA SUPLENTE;2012;2017
159667;PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP;SECRETARIA  NACIONAL DE ECONOMÍA;2017;2019
159669;PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP;SECRETARIA GENERAL DEL DISTRITO;2015;2016
159683;PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP;SECRETARIO  DEL COMITÉ EJECUTIVO FREPAP LOS OLIVOS;2016;2017
159683;PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP;SECRETARIO DE ORGANIZACIÓN COMITÉ EJECUTIVO FREPAP LOS OLIVOS;2017;2019
