ID_CANDIDATO;CENTRO_TRABAJO;OCUPACION;DESDE;HASTA
159262;FSR ASESORIAS Y GESTIONES SAC;GERENTE GENERAL;2015;HASTA LA ACTUALIDAD
159262;MUNICIPALIDAD DISTRITAL DE SANTIAGO DE SURCO;GERENTE DE DESARROLLO URBANO;2012;2015
159262;MUNICIPALIDAD DISTRITAL DE SANTIAGO DE SURCO;SUBGERENTE DE FISCALIZACION;2011;2012
159263;MUNICIPALIDAD DISTRITAL DE BREÑA;SECRETARIO GENERAL;2019;HASTA LA ACTUALIDAD
159263;KBL PUBLICITARIOS SAC;GERENTE GENERAL;2017;2018
159263;VISUALES IN OUT SAC;GERENTE GENERAL;2014;2017
159263;MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE;REGIDOR;2011;2014
159263;MUNICIPALIDAD DISTRIOTAL DE PUEBLO LIBRE;GERENTE DE SERVICIOS AL VECINO;2008;2010
159264;DIRECCIÓN DE REDES INTEGRADAS DE SALUD - DIRIS LIMA CENTRO - MINSA;TRABAJADORA SOCIAL;2019;HASTA LA ACTUALIDAD
159264;BIBLIOTECA NACIONAL DEL PERÚ;TRABAJADORA SOCIAL;2017;2017
159264;FONDO INTANGIBLE SOLIDARIO DE SALUD - FISSAL;JEFE DE LA UNIDAD FUNCIONAL DEL ASEGURADO;2015;2016
159264;SEGURO INTEGRAL DE SALUD;GERENTE DEL ASEGURADO;2012;2014
159265;CONT HABILIDAD FINANCIERA;ASESOR;2015;HASTA LA ACTUALIDAD
159265;GOBIERNO REGIONAL DEL CALLAO;LOCADOR;2019;2019
159265;CONGRESO DE LA REPÚBLICA;TÉCNICO/ASESOR;2011;2018
159266;INSTITUTO NACIONAL DE SALUD;QUIMICO;2008;HASTA LA ACTUALIDAD
159266;LABORATORIO ACTALBS DEL PERÚ;QUIMICO;2006;2008
159266;DIRECCIÓN GENERAL DE SALUD AMBIENTAL - DIGESA - MINISTERIO DE SALUD;QUIMICO;2002;2005
159266;EMPRESA OLEOFICIO LIMA S.A.;QUIMICO;1997;2001
159267;CONGRESO DE LA REPUBLICA;ASESOR DESPACHO CONGRESAL;2018;2019
159267;CONGRESO DE LA REPUBLICA;ASESOR COMISION DE ECONOMIA, BANCA, FINANZAS, E INTELIGENCIA FINANCIERA;2017;2018
159267;CONGRESO DE LA REPUBLICA;ASESOR DE DESPACHO CONGRESAL;2016;2017
159267;CONGRESO DE LA REPUBLICA;ASESOR DEL GRUPO PARLAMENTARIO PPC-APP;2015;2016
159267;CONGRESO DE LA REPUBLICA;ASESOR DE LA COMISION DE JUSTICIA Y DERECHOS HUMANOS;2011;2015
159268;NIDO LOS ROSALES;DIRECTORA;2018;HASTA LA ACTUALIDAD
159270;MUNICIPALIDAD DE SAN BORJA;INGENIERA CIVIL;2016;2018
159270;HOSPITAL DE HUAYCAN;INGENIERA CIVIL;2015;2016
159270;MAHPSA CORPORACIÓN INMOBILIARIA SAC.;INGENIERA CIVIL;2019;HASTA LA ACTUALIDAD
159270;CONSTRUCCIÓN Y SERVICIOS SRL;INGENIERA CIVIL;2011;2015
159271;MUNICIPALIDAD DISTRITAL DE SANTA ANITA;SUB GERENTE DE MEDIO AMBIENTE, LIMPIEZA PUBLICA Y AREAS VERDES;2019;2019
159271;MULTISERVICIOS VISTA ALEGRE SAC;GERENTE GENERAL;2013;HASTA LA ACTUALIDAD
159272;UNIVERSIDAD DE SAN MARTIN DE PORRES;DOCENTE;2014;2019
159272;UNIVERSIDAD CONTINENTAL;DOCENTE;2019;HASTA LA ACTUALIDAD
159273;GRUPO BACON SAC;GERENTE GENERAL;2013;HASTA LA ACTUALIDAD
159274;UNIVERSIDAD DEL PACIFICO;BIBLIOTECOLOGA;1997;HASTA LA ACTUALIDAD
159275;MUNICIPALIDAD DISTRITAL DE SANTA ANITA;ESPECIALISTA EN PLANEAMIENTO;2019;HASTA LA ACTUALIDAD
160864;PRODUCTOS ORGANICOS DE LOS ANDES S.A;GERENTE COMERCIAL;2016;HASTA LA ACTUALIDAD
160865;INVERSIONES CENACE SA;ASESORA LEGAL;2019;HASTA LA ACTUALIDAD
160867;GTN SAC;GERENTE GENERAL;2009;HASTA LA ACTUALIDAD
160875;INVERSIONES HAROLD ALVA EIRL;GERENTE;2013;HASTA LA ACTUALIDAD
160879;ISETEK SA;CONTADOR;1996;HASTA LA ACTUALIDAD
160880;UNIVERSIDAD PRIVADA DEL NORTE;DOCENTE;2012;HASTA LA ACTUALIDAD
160881;ESTUDIO HORNA;ABOGADO;2014;HASTA LA ACTUALIDAD
160883;G1 GLOBAL COMPANY  SAC;GERENTE;2014;HASTA LA ACTUALIDAD
160884;COLEGIO DE PERIODISTAS DEL PERU;DECANO NACIONAL;2016;HASTA LA ACTUALIDAD
160886;OBT DIGITAL SRL;GERENTE GENERAL;2005;HASTA LA ACTUALIDAD
160886;MUNICIPALIDAD DE ANCON;GERENTE DE INFORMATICA;2006;2007
160886;MUNICIPALIDAD DE SAN LUIS;SUB GERENTE DE INFORMATICA;2011;2011
160886;WURTH PERU SAC;REPRESENTANTE DE VENTAS;2013;2015
160886;TIZIANNI PERU SA;GERENTE DE VENTAS;2013;2013
160890;ASER Y CONSULTING SAC;GERENTE GENERAL;2017;HASTA LA ACTUALIDAD
160897;MUJICA DE RUSSELL, GLADYS ESTHER CARMEN;ASISTENTE DE BIBLIOTECA;2013;HASTA LA ACTUALIDAD
159930;INDEPENDIENTE;ABOGADO;2011;HASTA LA ACTUALIDAD
159931;ESSALUD;ANALISTA LOGISTICO;2019;2019
159931;ESSALUD;ANALISTA LOGISTICO;2017;2018
159931;ESSALUD;ANALISTA LOGISTICO;2015;2017
159932;INVERSIONES LORD & GOLDMAN SAC;GERENTE GENERAL;2015;HASTA LA ACTUALIDAD
159933;CONGRESO DE LA REPUBLICA;TECNICO;2010;2015
159933;CONGRESO DE LA REPUBLICA;CONGRESISTA;1995;2000
159933;CONGRESO DE LA REPUBLICA;CONGRESISTA CONSTITUYENTE;1993;1995
159934;AUTORIDAD AUTONOMA DEL SISTEMA ELECTRICO DE TRASPORTE MASIVO DE LIMA Y CALLAO-ATE;DIRECTOR EJECUTIVO;2017;2019
159936;EUROPA PARTNERS SAC;GERENTE GENERAL;2009;HASTA LA ACTUALIDAD
159937;ALL BUSINESS SOLUTIONS S.A.C.;DIRECTOR GERENTE;2014;HASTA LA ACTUALIDAD
159937;PODER JUDICIAL;GERENTE GENERAL;2013;2014
159937;OSIPTEL;GERENTE GENERAL;2007;2011
159937;PROGRAMA JUNTOS;DIRECTOR EJECUTIVO;2005;2007
159937;MINISTERIO DE LA PRODUCCION;VICEMINISTRO DE PESQUERIA;2004;2005
159938;TURISMO LINEA INTERNACIONAL DE TRANSPORTES PERU SAC;ASESORA;2014;HASTA LA ACTUALIDAD
159939;LIVING SPACE US;MEMBER MANAGER;2019;HASTA LA ACTUALIDAD
159939;SEMSCH REALTY;REAL ESTATE BROKER;2018;2019
159940;UNIVERSIDAD NACIONAL AGRARIA LA MOLINA;PROFESOR PRINICPAL;2019;HASTA LA ACTUALIDAD
159941;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU;DOCENTE TPA / ASISTENTE DE LABORATORIO;2017;2019
159943;MUNICIPALIDAD DISTRITAL DE SANTA ROSA;ASESOR;2019;2019
159943;MUNICIPALIDAD DE BREÑA;REGIDOR;2015;2018
159943;MUNICIPALIDAD DE INDEPENDENCIA;GERENTE / ASESOR;2016;2016
159943;MUNICIPALIDAD DE PUENTE PIEDRA;ASESOR;2016;2016
159944;MINISTERIO DE TRABAJO Y PROMOCIÓN DEL EMPLEO-PROGRAMA NACIONAL DE EMPLEO JUVENIL-JÓVENES PRODUCTIVOS;ASESOR DE LA DIRECCION EJECUTIVA-COORDINACIONES CON EL CONGRESO DE LA REPUBLICA;2018;2018
159944;MINISTERIO DE DESARROLLO E INCLUSIÓN SOCIAL;ASESOR Y COORDINADOR PARLAMENTARIO;2017;2017
159944;COMISION NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA;ASESOR - COORDINADOR PARLAMENTARIO;2015;2016
159944;CONGRESO DE LA REPÚBLICA;ASESOR DEL DESPACHO CONGRESAL - CONGRESISTA RENZO REGGIARDO BARRETO;2013;2015
159944;MINISTERIO DE DEFENSA;COORDINADOR PARLAMENTARIO;2011;2011
159945;SENTINEL PERU S.A.;GERENTE FINANCIERO;2018;2018
159945;SENTINEL PERU S.A.;GERENTE GENERAL;2011;2016
159946;ARIANA PUBLICIDAD;CONSULTOR;2016;HASTA LA ACTUALIDAD
159947;FONDO DE ASEGURAMIENTO EN SALUD DE LA PNP;ASISTENTE LEGAL;2018;HASTA LA ACTUALIDAD
159947;GOBIERNO REGIONAL DE AYACUCHO;SECRETARIA ARBITRAL;2019;HASTA LA ACTUALIDAD
159947;ARGHYS CONSULTING S.A.;SECRETARIA ARBITRAL;2019;HASTA LA ACTUALIDAD
159950;SIDEM;ADMINISTRADORA;2016;HASTA LA ACTUALIDAD
159953;INDEPENDIENTE;PSICOLOGA CONSULTORA EN SALUD EMOCIONAL;2018;HASTA LA ACTUALIDAD
159953;ONG INSTITUTO CULTURA Y POLITICA;FUNDADORA;2015;2018
159953;PROMOTORA DE TURISMO NUEVO MUNDO - CONDOR TRAVEL;DESARROLLO DE PROYECTOS DE RESPONSABILIDAD SOCIAL, CAPACITACION Y SALUD EMOCIONAL;2005;2018
159953;ONG VOLUNTARIOS EMOCIONALES;FUNDADORA Y PRESIDENTA;2005;2018
159954;ARIANA PUBLICIDAD S.A.C.;GERENTE ADMINISTRATIVO;2016;2019
159954;CONGRESO DE LA REPUBLICA;ASESOR;2006;2016
159955;SAGA FALABELLA;ASISTENTE DE BODEGA;2016;2019
159956;COLEGIO ODONTOLOGICO DEL PERU;ASESORA Y COORDINADORA PARLAMENTARIA;2016;HASTA LA ACTUALIDAD
159956;COLEGIO DE OBSTETRAS DEL PERU;ASESORA Y COORDINADORA PARLAMENTARIA;2013;2016
159956;AMUCEP;ASESORA Y COORDINADORA PARLAMENTARIA;2010;2015
159957;EF EDUCATION FIRST S.A.C.;ASESOR DE MARKETING Y VENTAS;2013;2014
159958;SHOWS Y EVENTOS;COMMUNITY MANAGER;2015;HASTA LA ACTUALIDAD
159960;INDEPENDIENTE;ABOGADO;2017;HASTA LA ACTUALIDAD
159962;INDEPENDIENTE;ABOGADA;1990;HASTA LA ACTUALIDAD
159963;GREEN LIFE SAC;ESPECIALISTA EN VENTAS;2017;HASTA LA ACTUALIDAD
161034;MUNICIPALIDAD DE LOS OLIVOS;GERENTE DE SEGURIDAD CIUDADANA;2019;HASTA LA ACTUALIDAD
161034;MINISTERIO DEL INTERIOR DEL PERÚ;MINISTRO DEL INTERIOR;2013;2014
161034;EJERCITO DEL PERÚ;OFICIAL DEL EJERCITO PERUANO;1978;2011
161035;GRUPO DAFI ASOCIADOS S.A.C.;GERENTE GENERAL;2010;HASTA LA ACTUALIDAD
161036;UNIVERSIDAD PRIVADA TELESUP;GERENTE GENERAL;2013;HASTA LA ACTUALIDAD
161036;INTUR PERU EIRL;GERENTE GENERAL;2007;HASTA LA ACTUALIDAD
161036;TELESUL EIRL;GERENTE GENERAL;2013;HASTA LA ACTUALIDAD
161036;UNIVERSIDAD CIENCIAS DE LA SALUD S.A.C;GERENTE GENERAL;2015;HASTA LA ACTUALIDAD
161036;SOCIEDAD NACIONAL DE TELEMÁTICA CIENCIAS Y TECNOLOGÍA ASOCIADOS SAC;GERENTE GENERAL;2013;2019
161037;ELECTRIC ENERGY COMPANY SAC;GERENTE GENERAL;2010;2018
161037;MAISON ET LART SAC;APODERADO;2012;HASTA LA ACTUALIDAD
161037;MUNICIPALIDAD METROPOLITANA DE LIMA;REGIDOR PROVINCIAL;2019;HASTA LA ACTUALIDAD
161038;HOSPITAL MARINO MOLINA SCIPPA-ESSALUD;MEDICO ASISTENTE GINECO-OBSTETRA;2010;HASTA LA ACTUALIDAD
161038;HOSPITAL ALBERTO L. BARTON THOMPSON-CALLAO SALUD SAC;MEDICO ASISTENTE GINECO-OBSTETRA;2015;2015
161038;GESTAR VIDA CENTRO DE MEDICINA MATERNO FETAL FERTILIDAD ASISTIDA Y GINECOLOGIA E.I.R.L.;GERENTE TITULAR;2012;HASTA LA ACTUALIDAD
161038;UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA SEDE HOSPITAL NACIONAL ARZOBISPO LOAYZA;DOCENTE;2009;2012
161039;PODER JUDICIAL;SECRETARIA, JUEZ DE DIVERSOS JUZGADOS;1993;2019
161040;ASOCIACIÓN EDUCATIVA CIENTÍFICA CULTURAL Y DESARROLLO AECID;PRESIDENTE Y GERENTE;2015;HASTA LA ACTUALIDAD
161040;MUNICIPALIDAD METROPOLITANA DE LIMA;REGIDOR PROVINCIAL;2019;HASTA LA ACTUALIDAD
161041;GRUPO ECONÓMICO INMOBILIARIO LA FLORESTA SAC;GERENTE GENERAL;2011;HASTA LA ACTUALIDAD
161041;CORPORACIÓN PERUANA SOL NACIENTE SAC;GERENTE COMERCIAL;2011;2013
161041;CORPORACION ANDINA DE LA CONFECCION EIRL;EMPLEADO DE OFICINA;2008;2011
161042;LABORATORIO CLINICO RL-SAC;GERENTE GENERAL;2015;HASTA LA ACTUALIDAD
161042;MUNICIPALIDAD DE INDEPENDENCIA;ASESOR EXTERNO-LOCADOR;2019;2019
161042;MUNICIPALIDAD DE EL AGUSTINO;ASESOR EXTERNO-LOCADOR;2019;2019
161042;MUNICIPALIDAD DISTRITAL DE PACHACAMAC;ALCALDE;2007;2018
161042;INVERSIONES HURALES EIRL;TITULAR-GERENTE;2017;HASTA LA ACTUALIDAD
161043;MUNICIPALIDAD DE LA VICTORIA;ASISTENTE ADMINISTRATIVO DE EJECUTORIA COACTIVA-LOCADOR;2016;2018
161043;MUNICIPALIDAD DISTRITAL DE LOS OLIVOS;RESOLUTORA-LOCADORA;2019;2019
161044;DR & PE CORPORACIÓN E INVERSIONES S.A.C;GERENTE GENERAL;2016;HASTA LA ACTUALIDAD
161044;VALVERDE VALVERDE WILMER ROBERTO (ALQUILER DE VEHICULOS);PROPIETARIO DE LA EMPRESA;2006;HASTA LA ACTUALIDAD
161046;MUNICIPALIDAD DE SAN JUAN DE MIRAFLORES;REGIDORA;2019;HASTA LA ACTUALIDAD
161046;QUATRO MAQUINARIA EIRL;ASISTENTE CONTABLE;2016;HASTA LA ACTUALIDAD
161047;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;AYUDANTE DE CÁTEDRA;2014;2014
161047;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;ASISTENTE DEL DOCENTE HUMBERTO QUISPE HERNÁNDEZ;2015;2016
161047;SAFITEC S.A.C.;PREVENTISTA;2017;2018
161048;JOERSA EIRL;GERENTE GENERAL;2012;HASTA LA ACTUALIDAD
161049;CONGRESO DE LA REPÚBLICA;COMUNICADORA SOCIAL;2013;2016
161049;CONSORCIO OCÉANO;COMUNICADORA Y GESTORA COMUNITARIA SEDE PIURA;2011;2011
161049;INSTITUTO LATINOAMERICANO DE DERECHO INTERNACIONAL Y RELACIONES INTERNACIONALES;COORDINADORA DE COMUNICACIONES Y COOPERACIÓN INTERNACIONAL;2016;2016
161049;UNIVERSIDAD NACIONAL DE PIURA;COMUNICADORA SOCIAL;2012;2013
161051;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;DOCENTE UNIVERSITARIA;1972;HASTA LA ACTUALIDAD
161052;MINISTERIO DE LA PRODUCCIÓN;INGENIERO;2018;2019
161053;HOSPITAL DE EMERGENCIAS JOSE CASIMIRO ULLOA;MEDICO CIRUJANO. CIRUJANO GENERAL;2001;HASTA LA ACTUALIDAD
161053;UNIVERSIDAD PRIVADA TELESUP;ASESOR EXTERNO DE LA FACULTAD DE MEDICINA HUMANA;2015;2019
161054;ASOCIACIÓN DE COMERCIANTES AGROPECUARIOS DE SERVICIOS MÚLTIPLES - ACASMIPE;ASESORA;2005;HASTA LA ACTUALIDAD
161055;MUNICIPALIDAD DE SAN MARTIN DE PORRES;REGIDOR MUNICIPAL;2019;HASTA LA ACTUALIDAD
161055;EMPRESA DE TRANSPORTE DIECISIETE DE JUNIO S.A (ETRADIJUSA);ASESOR LEGAL;2015;2017
161055;ESTUDIO JURÍDICO ROMA;ABOGADO LITIGANTE;2004;HASTA LA ACTUALIDAD
161056;PERU GOB S.A.C.;GERENTE GENERAL;2014;HASTA LA ACTUALIDAD
161056;BUSSINES CGR S.A.C;ASESORA DE MARKETING;2015;2018
161056;RADIO TELEVISIÓN Y SERVICIOS MÚLTIPLES SRL;CONDUCTORA DE PROGRAMA POLÍTICO;2012;2014
161057;COLEGIO PÍO XII;COORDINADOR DE ARTE Y CULTURA/DOCENTE;2012;HASTA LA ACTUALIDAD
161057;LA TARUMBA GRUPO DE TEATRO;PROFESOR Y COORDINADOR DE TEATRO;2005;HASTA LA ACTUALIDAD
161057;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;JEFE DE PRÁCTICA / PROFESOR / ASISTENTE DE COORDINACIÓN ACADÉMICA DEL TUC;2005;2018
161057;UNIVERSIDAD CIENTÍFICA DEL SUR;PROFESOR;2016;HASTA LA ACTUALIDAD
161058;TS DEL PERU S.A.C.;EJECUTIVO DE VENTAS;2019;HASTA LA ACTUALIDAD
161058;VISUAL SECURITY S.A.C;DIRECTOR COMERCIAL;2012;HASTA LA ACTUALIDAD
161058;MUNICIPALIDAD DE LA VICTORIA;REGIDOR DISTRITAL;2015;2018
161059;ESTUDIO JURIDICO MHC & ABOGADOS - CONSULTORES SAC;ABOGADO;2002;HASTA LA ACTUALIDAD
161060;CERZAID'S SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - CERZAID'S S.R.L.;GERENTE COMERCIAL/APODERADO GENERAL;2009;HASTA LA ACTUALIDAD
161060;D' TODO SOCIEDAD ANONIMA REPRESENTACIONES;GERENTE GENERAL;2018;HASTA LA ACTUALIDAD
161061;ADRIDENT CLÍNICA INTEGRAL;GERENTE GENERAL;2019;2019
161061;CENTRO DE SALUD Y ESTÉTICA SHIRPAO;PODÓLOGA;2015;2018
161061;CENTRO DE SALUD MEVAL;PODÓLOGA Y ASISTENTE DENTAL;2012;2014
161062;CONGRESO DE LA REPÚBLICA;ASESOR DEL DESPACHO CONGRESAL;2011;2019
161062;MAGOT S.A.B.;REPRESENTANTE BURSÁTIL;1998;2011
161062;UNIVERSIDAD PERUANA DE LAS AMÉRICAS S.A.C.;DOCENTE UNIVERSITARIO;2008;2011
161064;IMPACTO VISUAL GB & ESTRUCTURAS METÁLICAS S.A.C.;GERENTE GENERAL;2019;HASTA LA ACTUALIDAD
161064;CONGRESO DE LA REPÚBLICA;TÉCNICA DE APOYO A LA MESA DIRECTIVA DE ENLACE CON LOS GOBIERNOS REGIONALES Y LOCALES;2016;2016
161064;CONGRESO DE LA REPÚBLICA;TÉCNICA DEL MODULO DE APOYO AL TRABAJO DE LA ORGANIZACIÓN PARLAMENTARIA;2015;2015
161064;CONGRESO DE LA REPÚBLICA;TÉCNICA DE APOYO A LA MESA DIRECTIVA DE ENLACE CON LOS GOBIERNOS REGIONALES Y LOCALES;2014;2014
161064;CONGRESO DE LA REPÚBLICA;TÉCNICO NIVEL  ST - 4, DESPACHO DEL CONGRESO;2010;2010
161065;MUNICIPALIDAD DE JESUS MARIA;ASESOR;2015;2015
161065;MUNICIPALIDAD DE SAN JUAN DE MIRAFLORES;ASESOR;2015;2015
161065;MUNICIPALIDAD DE SAN JUAN DE MIRAFLORES;ASESOR;2012;2012
161066;CONGRESO DE LA REPÚBLICA DEL PERÚ;ASESORA;2018;2019
161066;MPA ABOGADOS Y CONSULTORES;ADMINISTRADORA;2013;2018
161067;MUNICIPALIDAD DE JESUS MARIA;REGIDORA;2015;2018
161068;LA ROSA MULTISERVICE;COMERCIO - INDEPENDIENTE;2000;HASTA LA ACTUALIDAD
161068;MINISTERIO DEL INTERIOR;SUPREFECTO DE ATE;2016;2017
161069;UNIVERSIDAD SEÑOR DE SIPAN S.A.C.;ASESOR LEGAL;2017;2019
161069;CONGRESO DE LA REPÚBLICA;CONGRESISTA;2011;2016
161069;INDEPENDIENTE;ABOGADO;2017;2019
160355;INDEPENDIENTE;CONSULTOR FINANCIERO;2016;2019
160357;EDUMATE S.A.C.;LICENCIADO EDUCACION;2019;HASTA LA ACTUALIDAD
160358;CORPORACION GENESIS GLOBAL S.A.C;ADMINISTRADORA;2014;2019
160358;PRIMA AFP SA;ANALISTA DE OPERACIONES;2008;2013
160359;ASOCIACION KUSCA YANAPAY;PRESIDENTA/DIRECTORA DE PROYECTO;2018;2019
160360;POLICIA NACIONAL DEL PERU;POLICIA;1989;2014
160362;ATHENA;ABOGADO;2011;2019
160364;PERSONA NATURAL CON NEGOCIO;CONSULTORÍA;2011;HASTA LA ACTUALIDAD
160365;CM TOUR S.A.C;GERENTE GENERAL;2013;2019
160366;EMPRESAS DE TRANSPORTE RÁPIDO S.A;GERENTE GENERAL;2005;2019
160367;DENTAL BRITANICO;CIRUJANO DENTISTA;2015;2019
160368;ALFRED H.KNIGHT DEL PERU;COORDINADORA;1999;2014
160369;COLEGIO DE PROFESORES DE LIMA METROPOLITANO;CAPACITACIÓN Y CONFERENCIA;2015;2019
160370;MERCADO MAYORISTA UNICACHI;INDEPENDIENTE;2012;2019
160371;MUNICIPALIDAD DE SANTIAGO DE SURCO;SUBGERENTE DE PATRIMONIO;2010;2011
160372;LABORATORIOS BIOMONT SA;ASISTENTE;1968;2003
160374;COMERCIANTE;COMERCIANTE;1987;1997
160375;SAT MOVIL PERU SAC;GERENTE GENERAL;2018;2019
160376;CEBA 3043 RAMON CASTILLA;DOCENTE;1993;2019
160378;PERSONA NATURAL CON RUC;DISTRIBUIDOR INDEPENDIENTE;2004;2019
160379;ESTUDIO GILVONIO;ABOGADA;1995;2019
160380;ESTUDIO JURIDICO VILCAS;ABOGADO;1991;2019
160381;ESTUDIO PROPIO;ABOGADA INDEPENDIENTE;2019;2019
160382;ORGANIZACION NACIONAL DE MUJERES INDIGENAS,ANDINAS,AMAZONICAS DEL PERU;COMUNICADORA;2019;HASTA LA ACTUALIDAD
160383;UNIVERSIDAD SAN MARTIN DE PORRES -USM;PERIODISTAS;2006;2019
160384;ESTUDIO PROPIO;ABOGADA;1996;2019
160385;EPLI SAC;MEDICO OCUPACIONAL;2011;2019
160386;RESTAURANT SALVATIERRA;PROPIETARIA;1997;2019
160387;NEGOCIO INMOBILIARIO;ABOGADO;2009;2019
160389;DRELA/DIRECCION REGIONAL DE EDUCACION LIMA METROPOLITANO;PSICOLOGA;2019;2019
160390;EMPRESA FAMILIAR;EMPRESARIO;2009;2016
160806;CONGRESO DE LA REPÚBLICA;CONGRESISTA;2016;2019
160806;MUNICIPALIDAD PROVINCIAL DE SANTA;GERENTE DE GESTIÓN AMBIENTAL Y SALUD PUBLICA;2015;2016
160807;CONGRESO DE LA REPÚBLICA;CONGRESISTA;2016;2019
160807;CONGRESO DE LA REPÚBLICA;ASESORA;2015;2015
160807;CORPORACIÓN UNIVERSAL SAC;ASESORA;2015;2015
160807;PROCURADURÍA PÚBLICA ESPECIALIZADA EN DELITO DE CORRUPCIÓN DE FUNCIONARIOS;PROCURADORA ADJUNTA;2014;2014
160807;FISCALIA SUPERIOR TRANSITORIA DE VILLA MARÍA DEL TRIUNFO;FISCAL ADJUNTA SUPERIOR;2013;2014
160808;UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE;DECANO DE CIENCIAS DE SALUD;1987;2018
160809;N & L NEGOCIOS SRL;SUB GERENTE;2007;2016
160809;CONSULTORA INDEPENDIENTE;CONTADORA PÚBLICA COLEGIADA;2007;HASTA LA ACTUALIDAD
160812;CONGRESO DE LA REPUBLICA;ASESOR;2006;2019
160816;OFICINA DE COMUNICACIONES DEL CONGRESO DE LA REPÚBLICA;COMUNICADOR SOCIAL;2016;2019
160818;BOTICAS DEGLIFARMA;REGIDOR MUNICIPAL;2012;2019
160819;CONGRESO DE LA REPÚBLICA;ASISTENTE;2018;2019
160820;MUNICIPALIDAD PROVINCIAL DEL CALLAO;ABOGADA - LOCADORA DE SERVICIOS;2019;HASTA LA ACTUALIDAD
160821;UNIÓN DE CERVECERIAS PERUANAS BACKUS Y JOHNSTON S.A.A;ÁREA COMERCIAL;2006;2019
160822;DISTRIBUIDORA E IMPORTADORA CLAUDIA EIRL;GERENTE;2004;2019
160823;MINISTERIO DE CULTURA;RESPONSABLE DE LA UNIDAD EJECUTORA 008: PROYECTOS ESPECIALES;2019;2019
160824;YARA PERU SRL;COMERCIALIZACIÓN FERTILIZANTES;2002;2019
160825;PURYQUIMICA SAC;GERENTE DE VENTAS;1995;2018
160826;ITSOFTWARE ANEXOS SCRL;ASISTENTE;2007;2019
160827;REPSOL SAC;DIRECTOR GERENTE;2019;HASTA LA ACTUALIDAD
160827;INSTITUTO CATASTRAL DE LIMA;PRESIDENTE EJECUTIVO;2018;2019
160827;AUTORIDAD MUNICIPAL DE LOS PANTANOS DE VILLA - PROHVILLA;DIRECTOR TECNICO;2015;2018
160829;YEAX TRADING COMPANY EIRL;TITULAR GERENTE;2017;2019
160831;CONGRESO DE LA REPÚBLICA;PERIODISTA;2016;2019
160832;INSTITUTO DE INVESTIGACION ARMONIA SIGLO XXIII;EMPLEADO;2007;2019
160833;SOUSA LOSSIO MARIA DEL CARMEN;EMPLEADO;2013;2019
160835;F&C INVERSIONES EIRL;ASISTENTE DE LOGÍSTICA;2016;HASTA LA ACTUALIDAD
160841;CONSULTORIO MEDICO;ASISTENTE / ADMINISTRADORA;1997;2018
159832;MADVES CONSULTORES GENERALES S.A.C.;GERENTE GENERAL;2016;HASTA LA ACTUALIDAD
159833;SECUNDARIA CREATIVA SAC;GERENTE;2019;HASTA LA ACTUALIDAD
159833;ACADEMIA PRE UNIVERSITARIA NOTA 20 SAC;GERENTE;2019;HASTA LA ACTUALIDAD
159833;COORPORACION UNIVERSITARIA DE LA COSTA SAC;FUNDADOR GERENTE;2018;HASTA LA ACTUALIDAD
159833;UNIVERSIDAD DE LAMBAYEQUE SAC;FUNDADOR GERENTE;2018;HASTA LA ACTUALIDAD
159833;CONGRESO DE LA REPUBLICA;CONGRESISTA;2011;2016
159834;ESTUDIO JURÍDICO INDEPENDIENTE;ABOGADA;2011;HASTA LA ACTUALIDAD
159835;I.E.P. HOLY TRINITY SCHOOL;ASESORA EDUCATIVA;2019;HASTA LA ACTUALIDAD
159836;INDEPENDIENTE;CONSULTOR;2019;HASTA LA ACTUALIDAD
159837;MERCADO CAMPO FERIAL / REPARACIONES "CACHETE";COMERCIANTE / MECÁNICO;2005;HASTA LA ACTUALIDAD
159838;EMPRESA NACIONAL DE PUERTOS S.A. - ENAPU;DIRECTOR;2003;2004
159838;MINISTERIO DE TRABAJO Y PROMOCIÓN DEL EMPLEO;VICEMINISTRO  DE PROMOCIÓN DEL EMPLEO Y DE LA MICRO Y PEQUEÑA EMPRESA;2005;2006
159838;MINISTERIO DE TRABAJO Y PROMOCIÓN DEL EMPLEO;VICE MINISTRO DE TRABAJO;2006;2006
159838;SERVICIO NACIONAL DE ADIESTRAMIENTO EN TRABAJO INDUSTRIAL - SENATI;CONSEJERO;2005;2006
159839;INSTITUTO DE INVESTIGACIÓN Y DESARROLLO "JAVIER PÉREZ DE LA CUELLAR";ASESOR;1993;HASTA LA ACTUALIDAD
159839;MUNICIPALIDAD DISTRITAL DE CARABAYLLO;ASESOR;2003;2004
159839;CONGRESO DE LA REPÚBLICA;TÉCNICO;2007;2009
159840;COLEGIO DE ABOGADOS DE LIMA;DIRECTOR;2018;2019
